0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,5.699378354551925e-09,6.039598635358028e-11,5.622879736577086e-09,8.372916282078055e-10,4.584456937560728e-09,5.914076012420938e-11,5.58620882283197e-09,1.87295655935303e-10,3.687643279294531e-09,5.800462218818462e-11,5.550126936007069e-09,5.3991828216508174e-11,2.966267291076034e-09,5.6931095841804076e-11,5.5145352978411835e-09,1.7838138233294257e-11
0.0,6.039598635442731e-11,2.1822271112126356e-12,5.771903556439487e-11,9.174758351981735e-12,4.852807981746085e-11,1.869591897203822e-12,5.699851059201181e-11,2.3620890723975246e-12,3.8995532707172836e-11,1.6787501450295282e-12,5.6373960065601775e-11,7.490626478313452e-13,3.133751046828379e-11,1.5424004681597388e-12,5.580716750849316e-11,2.625028982934757e-13
0.0,5.622879736577073e-09,5.7719035564328697e-11,5.549849779094438e-09,8.264798194923285e-10,4.522984623740281e-09,5.676010671532823e-11,5.514155949536767e-09,1.846943067627538e-10,3.638241136316953e-09,5.581871485593624e-11,5.478907122776636e-09,5.320012776864188e-11,2.9265631541250067e-09,5.489437480123362e-11,5.444060946695716e-09,1.756719849220923e-11
0.0,8.372916282078058e-10,9.1747583519757e-12,8.264798194923295e-10,9.907614317217738e-11,6.734950531321673e-10,9.03033200754501e-12,8.211325168118679e-10,1.7469714814528124e-11,5.417414749320618e-10,8.888183863954541e-12,8.158237507052947e-10,4.214608430581979e-12,4.3576242172996494e-10,8.748277723993605e-12,8.105531525792978e-10,1.2388842156069288e-12
0.0,4.584456937567504e-09,4.852807983778964e-11,4.522984623740102e-09,6.734950531321563e-10,3.6876430767172845e-09,4.753577274229026e-11,4.493495315329983e-09,1.5064835114631944e-10,2.9662669672595733e-09,4.6628879413747164e-11,4.464477561821862e-09,4.342588656689155e-11,2.3860079424856505e-09,4.576953659410984e-11,4.435852863522533e-09,1.4346947031398893e-11
0.0,5.91407601220918e-11,1.8695918897922837e-12,5.676010671534312e-11,9.030332007549097e-12,4.75357727369963e-11,1.678104836049157e-12,5.606219515167749e-11,2.3248153566022817e-12,3.820902435178086e-11,1.541506306458118e-12,5.545382162663817e-11,7.372066922065676e-13,3.0712984932104344e-11,1.4356287409274205e-12,5.49002036504762e-11,2.5833926762604297e-13
0.0,5.58620882283196e-09,5.6998510593826644e-11,5.5141559495368896e-09,8.211325168118684e-10,4.493495315294374e-09,5.6062195178081096e-11,5.47884884579601e-09,1.8340818621667977e-10,3.6145269307676125e-09,5.5142119465669253e-11,5.4439517940509304e-09,5.280887513976046e-11,2.907493016712677e-09,5.423794671314136e-11,5.4094326958688545e-09,1.7433340915713676e-11
0.0,1.8729565593530327e-10,2.3620890723945095e-12,1.8469430676275462e-10,1.746971481452816e-11,1.5064835114632453e-10,2.3248153566004933e-12,1.8340818621667967e-10,2.3149541416736035e-12,1.211716640334761e-10,2.288130306579139e-12,1.8213166327211076e-10,4.3379150873138283e-13,9.746255061138087e-11,2.2520246173944363e-12,1.808646600315502e-10,1.0625339644454601e-13
0.0,3.687643279289449e-09,3.8995532712255034e-11,3.638241136316837e-09,5.417414749320512e-10,2.9662669672587262e-09,3.820902435908652e-11,3.6145269334700397e-09,1.2117166403347133e-10,2.3860078128661044e-09,3.748475614675972e-11,3.5911902544050105e-09,3.492764973048228e-11,1.919259444036289e-09,3.6795033430603486e-11,3.56816875856675e-09,1.1539034514046097e-11
0.0,5.8004622187972864e-11,1.6787500970662876e-12,5.5818714865678776e-11,8.888183863958273e-12,4.66288790322647e-11,1.5415075088743262e-12,5.514211996485621e-11,2.2881303065825915e-12,3.748485007080217e-11,1.4353380164823822e-12,5.454929243265456e-11,7.255385067930985e-13,3.0128088413373855e-11,1.3486119383898308e-12,5.400840840734154e-11,2.5424171083189146e-13
