0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.0,0.002301897321428573,0.0007710548872111572,3.497464607571041e-05,1.9680128316677814e-06,0.0005602233991663778,0.00011095348350243037,2.9945948715231346e-05,5.409622668046954e-07,0.00023904660558483128,5.696460325107285e-05,2.700646960052122e-05,1.846805155018838e-07,0.0001349297496733002,3.8353511917338465e-05,2.497060190197707e-05,6.779518537964463e-08
0.0,0.0007710548872111556,0.0001928257673025908,3.780183771467981e-06,2.099658947514807e-07,0.0001371249349446284,1.4989726019807995e-05,3.2233734680374264e-06,5.768320071142079e-08,4.355996916366072e-05,6.959618089573351e-06,2.901584946436806e-06,1.9691376724507992e-08,2.0754469468296308e-05,4.542066808284502e-06,2.6798762927499574e-06,7.228411361766447e-09
0.0,3.4974646075708294e-05,3.780183771466331e-06,5.5345261207882746e-14,1.0671251952008505e-13,1.9977230539280966e-06,4.193624389958058e-09,2.3118168909603004e-14,3.95374730784653e-16,1.1539477547147322e-07,4.820155005168097e-12,2.0623685149914928e-14,1.3492847821080458e-16,6.7435626635000726e-09,5.527203179570473e-14,1.89463776049254e-14,4.9523240367433535e-17
0.0,1.9680128316657443e-06,2.0996589474033496e-07,1.0671251428378944e-13,1.1494476531698724e-14,1.098312733680793e-07,2.248555031307427e-10,8.927092392406563e-14,1.5777996036379328e-15,6.134716545374616e-09,4.667702509149629e-13,8.016214341913801e-14,5.3857029378327e-16,3.4362543818716434e-10,1.4233752325096715e-13,7.392865751517891e-14,1.9769432039961827e-16
0.0,0.0005602233991663789,0.00013712493494463015,1.9977230539278763e-06,1.0983127336815571e-07,9.726532056712258e-05,9.190031158405024e-06,1.6979569373089015e-06,3.016046570326371e-08,2.9732572418072773e-05,4.02028950395204e-06,1.52622248272041e-06,1.0295396549392724e-08,1.3547908181521998e-05,2.5678125984576023e-06,1.40837387509207e-06,3.779211028213762e-09
0.0,0.00011095348350243196,1.4989726019809886e-05,4.1936243904714455e-09,2.248555091659774e-10,9.190031158404018e-06,5.97845407660139e-08,3.532592821137785e-09,6.152539555071633e-11,9.555010452828648e-07,1.0905387200020827e-08,3.1629339340139484e-09,2.0999176503501654e-11,1.483197818788145e-07,6.455855265579946e-09,2.911932382680047e-09,7.707926655849248e-12
0.0,2.994594871523933e-05,3.2233734680387317e-06,2.3118167979961086e-14,8.927092506510829e-14,1.697956937308808e-06,3.5325928214032435e-09,1.3058503053799863e-18,1.6804693008794912e-20,9.701799764236521e-08,3.914817320808251e-12,5.772983695758169e-19,1.0593351160890498e-20,5.586222128119902e-09,4.3888011649547506e-15,5.268342349777403e-19,9.836804080644305e-21
0.0,5.409622667995463e-07,5.768320072589347e-08,3.9537658054069947e-16,1.5777997841165708e-15,3.016046570288288e-08,6.152540264780619e-11,1.110075408211249e-20,-9.808174058820217e-23,1.6817515338704462e-09,6.563208172915127e-14,-7.834187973357649e-22,-1.140267476817343e-22,9.37860805102845e-11,6.944626703647908e-17,3.802063258908612e-22,-8.631242291632596e-23
0.0,0.00023904660558483076,4.3559969163661787e-05,1.1539477547148309e-07,6.1347165454815654e-09,2.9732572418072753e-05,9.555010452833104e-07,9.701799764235341e-08,1.6817515340262134e-09,6.011304972504745e-06,3.09511202542965e-07,8.678660751456317e-08,5.739786142410711e-10,1.954197728507378e-06,1.8351297843672287e-07,7.985556258078023e-08,2.1068091805941764e-10
0.0,5.696460325107196e-05,6.959618089569235e-06,4.820156182553697e-12,4.66777153517891e-13,4.0202895039519575e-06,1.0905387198113668e-08,3.914819419973619e-12,6.563372453885824e-14,3.095112025428126e-07,3.886510999540824e-11,3.4786719952612177e-12,2.2395196432218195e-14,2.598945138568421e-08,1.0082057305469707e-11,3.1882528510981423e-12,8.220716805368608e-15
0.0,2.700646960052163e-05,2.9015849464357384e-06,2.0623682104717468e-14,8.016215202993721e-14,1.5262224827200484e-06,3.162933933859352e-09,5.760023051368871e-19,-6.988615404726255e-21,8.678660751432122e-08,3.4786712543671235e-12,-1.1476345176271934e-21,-3.589832111890161e-21,4.9655316777403605e-09,3.859854506484009e-15,-1.2434783841873065e-21,-2.2105179739929453e-21
0.0,1.8468051549990783e-07,1.9691376728049764e-08,1.3492723400718328e-16,5.385704761069103e-16,1.0295396548668107e-08,2.0999178798609302e-11,9.074368481278899e-21,5.0740822745022934e-23,5.739786138262292e-10,2.2394424800381703e-14,-2.2246278695908916e-21,-2.5329222620301937e-23,3.200213697215189e-11,2.2781345846229596e-17,-1.795327698926344e-21,1.1896064871038621e-23
0.0,0.00013492974967330037,2.0754469468296332e-05,6.74356266353927e-09,3.436254374306665e-10,1.3547908181522e-05,1.4831978187893252e-07,5.586222128085562e-09,9.37860795879754e-11,1.9541977285073758e-06,2.5989451385710538e-08,4.96553167773749e-09,3.200213683313397e-11,4.343288757509472e-07,1.3867966940430438e-08,4.5517990421759795e-09,1.1745486666527122e-11
0.0,3.835351191733812e-05,4.542066808280648e-06,5.527233209825116e-14,1.4233694294376066e-13,2.5678125984573283e-06,6.455855263876257e-09,4.389959906447712e-15,7.10585025586375e-17,1.8351297843661693e-07,1.0082056701671747e-11,3.861017247201172e-15,2.3702103275283018e-17,1.38679669405663e-08,3.406342988617816e-14,3.5175697446743662e-15,8.181012334184871e-18
0.0,2.4970601901978284e-05,2.6798762927472803e-06,1.8946376015246614e-14,7.39286538675373e-14,1.4083738750921607e-06,2.911932380899129e-09,5.270341942077878e-19,-6.1485415904380904e-21,7.985556258085668e-08,3.1882520678287434e-12,6.173872885969825e-22,-3.042395517871597e-21,4.551799042268401e-09,3.516506656457374e-15,-5.593965749058253e-22,-8.894265122266297e-21
